email,categoria,identificat_raspuns,raspuns_propus
Cum activez autentificarea cu amprentă? Ce pași trebuie să urmez?,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Plata contactless nu merge. Mi s-a spus să contactez suportul,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Am nevoie de un credit rapid. Vă rog să mă ajutați,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Am nevoie de un credit rapid. Nu funcționează corect,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Pot rambursa anticipat creditul? Mi s-a spus să contactez suportul,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Am mâncat pizza aseară și a fost delicioasă.,irrelevant,nu,Răspunsul nu este disponibil.
Cum pot investi în fonduri mutuale? Vă rog să mă ajutați,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
"Mi-a fost blocat cardul, ce pot face? Mi s-a spus să contactez suportul",card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Cum pot deschide un cont pentru copil? Am întâmpinat o problemă,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
"Mi-a fost blocat cardul, ce pot face?",card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Aplicația mă scoate automat din cont. Vă rog să mă ajutați,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Cardul meu nu este acceptat la POS. Vă rog să mă ajutați,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Ce opțiuni de investiții aveți? Am întâmpinat o problemă,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Pot rambursa anticipat creditul? Nu funcționează corect,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
"Vreau să aflu mai multe despre bursă. Am încercat deja, dar fără rezultat",investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
"Am nevoie de un consultant pentru investiții. Am încercat deja, dar fără rezultat",investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Pot deschide un cont din străinătate? Vă rog să mă ajutați,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
"Am pierdut portofelul, ce fac? Mi s-a spus să contactez suportul",necunoscut,nu,Răspunsul nu este disponibil.
Astăzi am alergat 5 kilometri în parc.,irrelevant,nu,Răspunsul nu este disponibil.
Pot deschide un cont din străinătate? Nu funcționează corect,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Nu pot face plăți cu cardul. Mi s-a spus să contactez suportul,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Am nevoie de un credit rapid. Mi s-a spus să contactez suportul,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Cum pot investi în fonduri mutuale? Vă rog să mă ajutați,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Mi-am uitat parola. Aș dori mai multe informații,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
"Am pierdut cardul, cum îl blochez?",card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Ce dobândă are un credit auto? Mi s-a spus să contactez suportul,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Care sunt condițiile pentru un credit de nevoi personale? Am întâmpinat o problemă,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Nu pot face plăți cu cardul. Nu funcționează corect,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Vreau să aflu mai multe despre bursă. Cum pot rezolva această situație?,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Ce opțiuni de investiții aveți? Aș dori mai multe informații,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
"Ce riscuri implică investițiile? Am încercat deja, dar fără rezultat",investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Cardul meu nu este acceptat la POS. Ce pași trebuie să urmez?,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Am introdus PIN-ul greșit și mi s-a blocat cardul. Vă rog să mă ajutați,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Cât durează deschiderea unui cont? Aș dori mai multe informații,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Pot rambursa anticipat creditul?,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
De ce mi-a fost refuzată plata? Mi s-a spus să contactez suportul,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Care sunt condițiile pentru un card de credit business? Vă rog să mă ajutați,necunoscut,nu,Răspunsul nu este disponibil.
"Cum pot aplica pentru un credit ipotecar? Am încercat deja, dar fără rezultat",credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
"Am pierdut cardul, cum îl blochez? Vă rog să mă ajutați",card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Nu pot face plăți cu cardul. Nu funcționează corect,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Am bani în cont dar nu pot plăti. Ce pași trebuie să urmez?,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Vreau să aflu mai multe despre bursă. Am întâmpinat o problemă,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Care sunt condițiile pentru un credit de nevoi personale?,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Ce dobândă are un credit auto?,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Vreau să îmi fac un cont de economii. Aș dori mai multe informații,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
"Am pierdut cardul, cum îl blochez? Ce pași trebuie să urmez?",card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Pot deschide un cont din străinătate?,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
ATM-ul mi-a reținut cardul.,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
"Am pierdut cardul, cum îl blochez? Ce pași trebuie să urmez?",card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Vreau să îmi fac un cont de economii. Cum pot rezolva această situație?,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Cardul meu nu este acceptat la POS. Cum pot rezolva această situație?,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Am introdus PIN-ul greșit și mi s-a blocat cardul. Cum pot rezolva această situație?,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Ce riscuri implică investițiile? Am întâmpinat o problemă,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Cardul meu nu este acceptat la POS. Aș dori mai multe informații,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Pot deschide un cont din străinătate?,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Ce opțiuni de investiții aveți? Mi s-a spus să contactez suportul,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Ce dobândă are un credit auto? Cum pot rezolva această situație?,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Vreau să aflu mai multe despre bursă. Cum pot rezolva această situație?,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
"Nu pot accesa contul din aplicație. Am încercat deja, dar fără rezultat",autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Nu primesc codul de autentificare.,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
"Vreau să îmi fac un cont de economii. Am încercat deja, dar fără rezultat",cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
De ce mi-a fost refuzată plata? Nu funcționează corect,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Vreau să aflu mai multe despre bursă. Mi s-a spus să contactez suportul,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Pot deschide un cont din străinătate? Am întâmpinat o problemă,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Pot rambursa anticipat creditul? Vă rog să mă ajutați,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Nu pot accesa contul din aplicație. Mi s-a spus să contactez suportul,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Aplicația mă scoate automat din cont. Vă rog să mă ajutați,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Am nevoie de un consultant pentru investiții. Ce pași trebuie să urmez?,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Cardul meu nu este acceptat la POS. Nu funcționează corect,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
"Ce documente sunt necesare pentru un cont nou? Am încercat deja, dar fără rezultat",cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
"Cum activez autentificarea cu amprentă? Am încercat deja, dar fără rezultat",autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Cât durează deschiderea unui cont în valută exotică? Aș dori mai multe informații,necunoscut,nu,Răspunsul nu este disponibil.
Cât durează deschiderea unui cont? Am întâmpinat o problemă,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Ce opțiuni de investiții aveți? Ce pași trebuie să urmez?,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Cum activez autentificarea cu amprentă? Vă rog să mă ajutați,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Cum activez autentificarea cu amprentă? Am întâmpinat o problemă,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Vreau să aflu mai multe despre bursă. Ce pași trebuie să urmez?,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Care este programul sucursalelor? Ce pași trebuie să urmez?,necunoscut,nu,Răspunsul nu este disponibil.
Ce dobândă are un credit auto? Aș dori mai multe informații,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Cât durează deschiderea unui cont? Vă rog să mă ajutați,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Ce opțiuni de investiții aveți? Am întâmpinat o problemă,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Plata contactless nu merge.,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Am nevoie de un consultant pentru investiții. Aș dori mai multe informații,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
"Am bani în cont dar nu pot plăti. Am încercat deja, dar fără rezultat",plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Se poate plăti cu Apple Pay? Aș dori mai multe informații,necunoscut,nu,Răspunsul nu este disponibil.
Ce opțiuni de investiții aveți? Cum pot rezolva această situație?,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
De ce mi-a fost refuzată plata? Ce pași trebuie să urmez?,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
"Vreau să aflu mai multe despre bursă. Am încercat deja, dar fără rezultat",investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Nu pot face plăți cu cardul. Vă rog să mă ajutați,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Am bani în cont dar nu pot plăti. Aș dori mai multe informații,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Am introdus PIN-ul greșit și mi s-a blocat cardul. Am întâmpinat o problemă,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Pot deschide un cont din străinătate? Nu funcționează corect,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Ce carte mi-ați recomanda pentru vacanță?,irrelevant,nu,Răspunsul nu este disponibil.
Am nevoie de un consultant pentru investiții. Am întâmpinat o problemă,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Plata online a fost refuzată. Mi s-a spus să contactez suportul,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Vreau să îmi fac un cont de economii. Mi s-a spus să contactez suportul,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
ATM-ul mi-a reținut cardul. Aș dori mai multe informații,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Mi-am uitat parola. Nu funcționează corect,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Ce riscuri implică investițiile? Am întâmpinat o problemă,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
De ce mi-a fost refuzată plata? Aș dori mai multe informații,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Aplicația mă scoate automat din cont. Mi s-a spus să contactez suportul,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Nu pot face plăți cu cardul. Nu funcționează corect,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Mi-am uitat parola. Am întâmpinat o problemă,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
De ce a fost refuzată plata mea?,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Care sunt condițiile pentru un credit de nevoi personale? Nu funcționează corect,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Ce opțiuni de investiții aveți? Am întâmpinat o problemă,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
ATM-ul mi-a reținut cardul.,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Pot rambursa anticipat creditul? Vă rog să mă ajutați,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
"Mi-a fost blocat cardul, ce pot face? Aș dori mai multe informații",card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Pot rambursa anticipat creditul? Aș dori mai multe informații,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Cum pot aplica pentru un credit ipotecar? Ce pași trebuie să urmez?,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Ultimele știri despre fotbal din Liga 1.,irrelevant,nu,Răspunsul nu este disponibil.
Cum pot aplica pentru un credit ipotecar? Am întâmpinat o problemă,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Mi-am uitat parola. Aș dori mai multe informații,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Cardul meu nu este acceptat la POS. Cum pot rezolva această situație?,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Ce dobândă are un credit auto? Ce pași trebuie să urmez?,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Vindeți asigurări de viață? Mi s-a spus să contactez suportul,necunoscut,nu,Răspunsul nu este disponibil.
Cum anulez o cerere de credit depusă? Mi s-a spus să contactez suportul,necunoscut,nu,Răspunsul nu este disponibil.
Aplicația mă scoate automat din cont. Vă rog să mă ajutați,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Am nevoie de un consultant pentru investiții. Ce pași trebuie să urmez?,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Plata online a fost refuzată. Cum pot rezolva această situație?,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Am introdus PIN-ul greșit și mi s-a blocat cardul. Vă rog să mă ajutați,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Mi-am uitat parola. Aș dori mai multe informații,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Ce dobândă are un credit auto? Ce pași trebuie să urmez?,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Am nevoie de un credit rapid. Ce pași trebuie să urmez?,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Cardul meu nu este acceptat la POS.,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
"Am pierdut portofelul, ce fac? Cum pot rezolva această situație?",necunoscut,nu,Răspunsul nu este disponibil.
Nu am primit confirmare pentru plată. Nu funcționează corect,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Am introdus PIN-ul greșit și mi s-a blocat cardul. Mi s-a spus să contactez suportul,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
"Am pierdut cardul, cum îl blochez? Nu funcționează corect",card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
De ce mi-a fost refuzată plata?,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Am introdus PIN-ul greșit și mi s-a blocat cardul. Mi s-a spus să contactez suportul,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
"Mi-am uitat parola. Am încercat deja, dar fără rezultat",autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Nu pot face plăți cu cardul.,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Cum activez autentificarea cu amprentă? Cum pot rezolva această situație?,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Cum pot cumpăra criptomonede? Cum pot rezolva această situație?,necunoscut,nu,Răspunsul nu este disponibil.
Nu primesc codul de autentificare. Mi s-a spus să contactez suportul,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Aplicația mă scoate automat din cont. Vă rog să mă ajutați,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Care sunt condițiile pentru un card de credit business? Mi s-a spus să contactez suportul,necunoscut,nu,Răspunsul nu este disponibil.
Ce opțiuni de investiții aveți? Aș dori mai multe informații,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Aplicația mă scoate automat din cont. Am întâmpinat o problemă,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Ce opțiuni de investiții aveți? Aș dori mai multe informații,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Nu pot accesa contul din aplicație. Vă rog să mă ajutați,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Ce dobândă are un credit auto? Am întâmpinat o problemă,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Nu primesc codul de autentificare.,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
De ce mi-a fost refuzată plata? Aș dori mai multe informații,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
De ce mi-a fost refuzată plata? Ce pași trebuie să urmez?,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Ce înseamnă IBAN? Mi s-a spus să contactez suportul,necunoscut,nu,Răspunsul nu este disponibil.
Plata contactless nu merge. Am întâmpinat o problemă,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Plata contactless nu merge. Am întâmpinat o problemă,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
"Cum activez autentificarea cu amprentă? Am încercat deja, dar fără rezultat",autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Nu pot accesa contul din aplicație.,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Vreau să îmi fac un cont de economii. Ce pași trebuie să urmez?,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
De ce mi-a fost refuzată plata?,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Care sunt condițiile pentru un credit de nevoi personale? Nu funcționează corect,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Plata contactless nu merge. Cum pot rezolva această situație?,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Nu pot face plăți cu cardul. Nu funcționează corect,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
